Order ID,Order Date,Ship Date,Ship Mode,Segment,Region,State,Category,Sub-Category,Quantity,Discount,Sales,Profit
ORD-105251,2023-10-23,2023-10-28,Second Class,Consumer,East,New Jersey,Technology,Machines,6,0.1,3705.55,-177.64
ORD-105252,2024-11-29,2024-12-07,Standard Class,Consumer,Central,Michigan,Technology,Machines,8,0.1,1103.8,-79.91
ORD-105253,2024-06-17,2024-06-22,Second Class,Corporate,East,Massachusetts,Furniture,Chairs,1,0.1,99.62,6.39
ORD-105254,2024-04-05,2024-04-06,Same Day,Home Office,West,Nevada,Office Supplies,Labels,9,0.4,51.88,-5.32
ORD-105255,2024-10-14,2024-10-18,Second Class,Corporate,Central,Michigan,Furniture,Tables,2,0.4,530.07,-265.62
ORD-105256,2025-03-23,2025-03-29,Standard Class,Home Office,West,Oregon,Furniture,Bookcases,7,0.15,1634.89,-268.63
ORD-105257,2025-05-08,2025-05-10,First Class,Corporate,Central,Minnesota,Technology,Phones,7,0.1,1946.52,46.87
ORD-105258,2024-12-10,2024-12-13,First Class,Home Office,Central,Illinois,Office Supplies,Labels,4,0.1,28.65,4.96
ORD-105259,2023-06-26,2023-06-30,First Class,Corporate,East,Virginia,Office Supplies,Art,6,0.0,58.35,16.54
ORD-105260,2024-10-13,2024-10-15,First Class,Home Office,South,North Carolina,Office Supplies,Labels,4,0.15,31.34,4.62
ORD-105261,2024-03-25,2024-03-31,Standard Class,Consumer,West,Washington,Office Supplies,Paper,3,0.15,19.42,2.48
ORD-105262,2025-02-26,2025-03-06,Standard Class,Corporate,East,Pennsylvania,Technology,Accessories,9,0.15,413.04,69.24
ORD-105263,2024-03-13,2024-03-20,Standard Class,Corporate,West,Oregon,Office Supplies,Labels,9,0.0,60.37,19.41
ORD-105264,2025-02-04,2025-02-11,Standard Class,Corporate,Central,Minnesota,Technology,Phones,9,0.1,3545.01,76.96
ORD-105265,2023-05-22,2023-05-30,Standard Class,Consumer,East,Virginia,Office Supplies,Labels,9,0.4,62.31,-0.25
ORD-105266,2024-06-15,2024-06-22,Standard Class,Consumer,West,Washington,Furniture,Furnishings,6,0.0,221.68,33.98
ORD-105267,2025-02-27,2025-03-05,Standard Class,Consumer,Central,Illinois,Office Supplies,Paper,6,0.1,54.79,11.99
ORD-105268,2023-10-27,2023-10-27,Same Day,Consumer,South,Tennessee,Technology,Accessories,6,0.15,310.04,26.53
ORD-105269,2025-01-07,2025-01-10,First Class,Consumer,West,Washington,Office Supplies,Binders,1,0.2,18.09,1.75
ORD-105270,2024-02-19,2024-02-20,Same Day,Consumer,Central,Texas,Furniture,Bookcases,4,0.15,537.12,-11.06
ORD-105271,2024-06-17,2024-06-25,Standard Class,Consumer,East,New York,Furniture,Chairs,8,0.0,747.28,33.03
ORD-105272,2024-11-06,2024-11-14,Standard Class,Consumer,Central,Michigan,Office Supplies,Paper,10,0.15,84.95,16.5
ORD-105273,2025-05-15,2025-05-21,Standard Class,Consumer,East,New Jersey,Office Supplies,Labels,6,0.0,47.18,13.12
ORD-105274,2025-08-14,2025-08-21,Standard Class,Corporate,West,Nevada,Office Supplies,Binders,8,0.0,163.19,44.36
ORD-105275,2024-04-04,2024-04-08,First Class,Home Office,Central,Illinois,Office Supplies,Labels,10,0.1,73.3,15.27
ORD-105276,2025-06-15,2025-06-22,Standard Class,Consumer,Central,Minnesota,Office Supplies,Binders,6,0.15,88.41,7.36
ORD-105277,2024-11-01,2024-11-06,Second Class,Consumer,West,Oregon,Furniture,Chairs,1,0.4,92.12,-14.74
ORD-105278,2025-05-25,2025-06-01,Standard Class,Consumer,Central,Minnesota,Office Supplies,Fasteners,7,0.0,30.45,7.07
ORD-105279,2023-11-10,2023-11-15,Second Class,Consumer,West,Washington,Furniture,Bookcases,8,0.4,1486.37,-413.76
ORD-105280,2025-07-21,2025-07-28,Standard Class,Consumer,East,Massachusetts,Furniture,Bookcases,5,0.2,630.67,-134.25
ORD-105281,2025-10-17,2025-10-25,Standard Class,Corporate,South,Alabama,Furniture,Tables,4,0.4,982.9,-352.2
ORD-105282,2024-02-14,2024-02-20,Second Class,Corporate,West,California,Office Supplies,Storage,4,0.4,206.94,-38.94
ORD-105283,2025-10-26,2025-10-31,Second Class,Home Office,West,Oregon,Office Supplies,Fasteners,10,0.2,41.86,0.33
ORD-105284,2024-10-13,2024-10-21,Standard Class,Corporate,West,Washington,Office Supplies,Art,10,0.2,100.9,5.91
ORD-105285,2025-10-02,2025-10-09,Standard Class,Corporate,South,Tennessee,Technology,Machines,7,0.5,2105.68,-857.99
ORD-105286,2023-08-29,2023-09-06,Standard Class,Consumer,Central,Texas,Furniture,Chairs,4,0.1,318.7,6.85
ORD-105287,2025-06-10,2025-06-11,Same Day,Consumer,South,Georgia,Office Supplies,Labels,5,0.15,36.71,9.29
ORD-105288,2025-10-30,2025-11-03,First Class,Corporate,Central,Illinois,Furniture,Furnishings,3,0.5,135.98,-30.97
ORD-105289,2025-09-29,2025-10-04,Second Class,Home Office,Central,Ohio,Furniture,Tables,6,0.5,1191.93,-563.92
ORD-105290,2024-08-09,2024-08-17,Standard Class,Consumer,Central,Ohio,Office Supplies,Binders,7,0.0,61.52,21.35
ORD-105291,2023-03-11,2023-03-17,Standard Class,Consumer,West,Washington,Technology,Accessories,9,0.0,606.57,150.32
ORD-105292,2024-09-11,2024-09-14,First Class,Consumer,South,Alabama,Office Supplies,Paper,10,0.2,83.37,10.04
ORD-105293,2024-11-09,2024-11-16,Standard Class,Consumer,West,Arizona,Office Supplies,Binders,3,0.0,36.6,10.69
ORD-105294,2025-07-02,2025-07-02,Same Day,Home Office,West,California,Office Supplies,Art,10,0.0,124.41,27.98
ORD-105295,2024-02-11,2024-02-19,Standard Class,Consumer,East,Pennsylvania,Office Supplies,Paper,8,0.1,51.32,13.97
ORD-105296,2025-05-09,2025-05-11,First Class,Consumer,Central,Michigan,Office Supplies,Storage,1,0.15,63.02,3.02
ORD-105297,2025-03-14,2025-03-21,Standard Class,Corporate,West,Nevada,Office Supplies,Storage,10,0.1,492.61,65.6
ORD-105298,2024-11-15,2024-11-21,Standard Class,Consumer,East,Massachusetts,Office Supplies,Art,5,0.15,62.03,11.0
ORD-105299,2025-01-11,2025-01-11,Same Day,Consumer,West,Nevada,Office Supplies,Binders,7,0.4,120.53,-4.99
ORD-105300,2024-06-02,2024-06-06,Second Class,Home Office,East,New Jersey,Office Supplies,Art,3,0.0,25.36,6.1
ORD-105301,2024-09-27,2024-10-04,Standard Class,Home Office,Central,Illinois,Office Supplies,Storage,8,0.0,617.71,87.78
ORD-105302,2023-12-29,2024-01-02,First Class,Corporate,East,Virginia,Office Supplies,Fasteners,4,0.3,21.39,-0.72
ORD-105303,2025-07-05,2025-07-06,Same Day,Corporate,Central,Texas,Technology,Accessories,7,0.1,446.39,55.97
ORD-105304,2024-06-01,2024-06-09,Standard Class,Consumer,West,Washington,Technology,Copiers,1,0.0,1241.21,67.1
ORD-105305,2023-03-21,2023-03-24,First Class,Consumer,Central,Texas,Office Supplies,Storage,9,0.0,841.06,152.34
ORD-105306,2025-05-12,2025-05-19,Standard Class,Corporate,Central,Illinois,Office Supplies,Binders,2,0.0,45.9,14.26
ORD-105307,2025-02-23,2025-03-01,Second Class,Corporate,East,New York,Furniture,Tables,2,0.2,481.0,-86.22
ORD-105308,2025-01-17,2025-01-24,Standard Class,Consumer,West,Washington,Office Supplies,Fasteners,4,0.3,14.82,-1.24
ORD-105309,2024-06-04,2024-06-12,Standard Class,Home Office,Central,Michigan,Technology,Phones,1,0.4,295.37,-75.23
ORD-105310,2025-05-15,2025-05-20,Second Class,Corporate,Central,Texas,Furniture,Bookcases,6,0.2,1012.95,-129.2
ORD-105311,2024-10-15,2024-10-20,Second Class,Consumer,West,Oregon,Furniture,Tables,6,0.2,1364.69,-290.36
ORD-105312,2024-03-17,2024-03-24,Standard Class,Corporate,West,Arizona,Furniture,Furnishings,5,0.0,197.05,41.29
ORD-105313,2024-02-19,2024-02-22,First Class,Consumer,South,North Carolina,Technology,Machines,2,0.1,468.15,-24.36
ORD-105314,2025-05-20,2025-05-27,Standard Class,Consumer,West,Washington,Office Supplies,Paper,6,0.15,42.39,6.59
ORD-105315,2024-04-09,2024-04-17,Standard Class,Consumer,Central,Ohio,Office Supplies,Binders,9,0.1,169.6,18.74
ORD-105316,2024-12-23,2024-12-31,Standard Class,Home Office,West,Arizona,Office Supplies,Binders,2,0.0,33.19,9.04
ORD-105317,2024-04-22,2024-04-28,Standard Class,Consumer,East,New Jersey,Furniture,Bookcases,3,0.0,499.16,1.0
ORD-105318,2025-09-09,2025-09-15,Second Class,Consumer,West,Oregon,Office Supplies,Art,4,0.1,31.74,3.77
ORD-105319,2025-02-06,2025-02-14,Standard Class,Home Office,East,Massachusetts,Furniture,Bookcases,5,0.0,691.48,-14.76
ORD-105320,2024-10-05,2024-10-12,Standard Class,Consumer,East,New Jersey,Office Supplies,Fasteners,3,0.2,14.18,0.12
ORD-105321,2024-10-04,2024-10-10,Standard Class,Consumer,East,Massachusetts,Technology,Machines,4,0.1,1637.51,-15.74
ORD-105322,2025-11-02,2025-11-08,Standard Class,Consumer,West,Oregon,Office Supplies,Labels,2,0.0,12.83,4.06
ORD-105323,2025-04-28,2025-05-02,Second Class,Consumer,Central,Illinois,Office Supplies,Binders,3,0.0,51.05,14.3
ORD-105324,2025-02-20,2025-02-22,First Class,Home Office,East,Virginia,Technology,Accessories,2,0.2,114.16,5.43
ORD-105325,2025-06-26,2025-06-28,First Class,Corporate,West,Oregon,Office Supplies,Storage,6,0.0,385.25,68.68
ORD-105326,2024-08-09,2024-08-16,Standard Class,Consumer,West,Oregon,Office Supplies,Paper,8,0.3,50.85,0.62
ORD-105327,2024-08-16,2024-08-23,Standard Class,Consumer,Central,Texas,Office Supplies,Art,9,0.0,134.54,24.35
ORD-105328,2023-05-31,2023-06-06,Standard Class,Consumer,Central,Minnesota,Office Supplies,Art,10,0.2,104.27,3.06
ORD-105329,2023-12-27,2024-01-03,Standard Class,Corporate,West,California,Furniture,Bookcases,5,0.15,860.71,-156.94
ORD-105330,2025-04-04,2025-04-06,First Class,Consumer,South,North Carolina,Furniture,Furnishings,8,0.15,394.71,14.01
ORD-105331,2024-06-06,2024-06-14,Standard Class,Corporate,East,New Jersey,Office Supplies,Paper,6,0.1,45.26,9.6
ORD-105332,2025-05-11,2025-05-17,Second Class,Consumer,West,Oregon,Office Supplies,Paper,1,0.1,14.4,3.62
ORD-105333,2024-01-16,2024-01-22,Standard Class,Consumer,South,Georgia,Office Supplies,Paper,3,0.0,21.38,6.95
ORD-105334,2024-12-17,2024-12-23,Standard Class,Corporate,West,Washington,Office Supplies,Art,8,0.0,83.07,28.31
ORD-105335,2024-05-12,2024-05-20,Standard Class,Consumer,South,Florida,Office Supplies,Fasteners,4,0.1,17.75,2.96
ORD-105336,2024-02-07,2024-02-11,First Class,Consumer,East,Pennsylvania,Office Supplies,Binders,8,0.5,155.5,-32.27
ORD-105337,2025-10-05,2025-10-09,First Class,Home Office,West,Nevada,Office Supplies,Storage,4,0.1,168.21,21.76
ORD-105338,2025-09-12,2025-09-19,Standard Class,Home Office,East,Pennsylvania,Office Supplies,Binders,8,0.15,76.82,10.87
ORD-105339,2025-11-14,2025-11-19,Second Class,Corporate,West,Washington,Technology,Phones,1,0.0,480.11,37.64
ORD-105340,2025-04-25,2025-05-02,Standard Class,Corporate,South,Tennessee,Office Supplies,Storage,2,0.5,71.89,-22.39
ORD-105341,2024-09-21,2024-09-25,First Class,Home Office,West,Arizona,Furniture,Furnishings,1,0.0,46.36,8.17
ORD-105342,2023-05-31,2023-06-06,Standard Class,Consumer,West,California,Technology,Phones,9,0.2,3478.99,-124.36
ORD-105343,2024-11-16,2024-11-18,First Class,Home Office,East,Pennsylvania,Office Supplies,Fasteners,2,0.4,7.15,-1.01
ORD-105344,2025-06-29,2025-07-02,First Class,Home Office,East,Massachusetts,Office Supplies,Art,8,0.0,65.54,16.3
ORD-105345,2025-03-07,2025-03-15,Standard Class,Corporate,West,Nevada,Furniture,Bookcases,10,0.15,1745.37,-151.83
ORD-105346,2025-09-22,2025-09-27,Second Class,Consumer,West,Washington,Technology,Machines,4,0.0,2068.1,192.93
ORD-105347,2025-03-04,2025-03-04,Same Day,Consumer,South,North Carolina,Office Supplies,Paper,10,0.0,81.25,22.6
ORD-105348,2025-07-25,2025-08-01,Standard Class,Corporate,South,Alabama,Furniture,Furnishings,10,0.1,646.14,39.6
ORD-105349,2025-07-17,2025-07-21,First Class,Corporate,East,Virginia,Office Supplies,Binders,4,0.15,75.03,12.95
ORD-105350,2025-07-05,2025-07-13,Standard Class,Home Office,East,New York,Office Supplies,Paper,10,0.15,75.25,16.35
ORD-105351,2024-12-14,2024-12-18,Second Class,Home Office,East,New York,Office Supplies,Labels,8,0.3,40.86,-1.08
ORD-105352,2023-12-19,2023-12-27,Standard Class,Consumer,West,Oregon,Office Supplies,Labels,4,0.1,27.33,5.76
ORD-105353,2024-02-01,2024-02-05,First Class,Corporate,Central,Minnesota,Office Supplies,Paper,10,0.0,73.47,24.4
ORD-105354,2024-04-27,2024-05-04,Standard Class,Corporate,South,Georgia,Furniture,Tables,7,0.1,2135.68,-181.64
ORD-105355,2025-04-14,2025-04-20,Standard Class,Corporate,West,California,Office Supplies,Art,9,0.2,124.17,9.41
ORD-105356,2023-07-04,2023-07-12,Standard Class,Corporate,East,Virginia,Technology,Machines,9,0.1,6471.88,-852.06
ORD-105357,2025-10-23,2025-10-31,Standard Class,Home Office,South,Alabama,Office Supplies,Paper,4,0.0,27.18,8.59
ORD-105358,2023-12-09,2023-12-16,Standard Class,Corporate,East,Virginia,Office Supplies,Paper,10,0.3,94.78,-2.28
ORD-105359,2024-12-06,2024-12-12,Standard Class,Home Office,East,Virginia,Office Supplies,Labels,10,0.4,44.61,-7.0
ORD-105360,2025-03-31,2025-04-07,Standard Class,Corporate,East,Virginia,Office Supplies,Storage,7,0.15,343.86,16.81
ORD-105361,2025-04-24,2025-04-30,Standard Class,Consumer,South,Tennessee,Furniture,Tables,6,0.0,1455.32,38.13
ORD-105362,2025-08-03,2025-08-06,First Class,Consumer,West,Nevada,Technology,Machines,4,0.4,1721.56,-557.63
ORD-105363,2025-07-04,2025-07-08,Second Class,Consumer,East,Virginia,Office Supplies,Storage,10,0.15,581.6,-37.25
ORD-105364,2025-05-21,2025-05-26,Second Class,Consumer,Central,Texas,Office Supplies,Paper,2,0.3,10.37,0.47
ORD-105365,2025-04-04,2025-04-06,Same Day,Corporate,West,Washington,Furniture,Furnishings,5,0.0,113.89,23.33
ORD-105366,2025-08-07,2025-08-09,First Class,Consumer,Central,Michigan,Technology,Phones,2,0.4,728.49,-152.27
ORD-105367,2025-10-06,2025-10-08,First Class,Consumer,East,Pennsylvania,Technology,Copiers,4,0.0,3890.0,271.85
ORD-105368,2024-10-29,2024-11-04,Standard Class,Home Office,West,California,Technology,Accessories,6,0.3,258.8,2.23
ORD-105369,2025-10-30,2025-11-03,First Class,Consumer,West,California,Technology,Copiers,6,0.4,4721.07,-1176.93
ORD-105370,2025-10-13,2025-10-19,Standard Class,Consumer,East,Massachusetts,Office Supplies,Labels,1,0.4,7.09,-0.43
ORD-105371,2024-05-19,2024-05-25,Second Class,Consumer,East,Virginia,Furniture,Tables,4,0.0,1146.91,2.48
ORD-105372,2024-02-12,2024-02-16,Second Class,Home Office,East,Pennsylvania,Office Supplies,Labels,4,0.1,27.34,6.33
ORD-105373,2024-03-14,2024-03-19,Second Class,Consumer,East,Pennsylvania,Furniture,Tables,1,0.0,324.97,-16.28
ORD-105374,2025-11-20,2025-11-26,Standard Class,Consumer,West,Arizona,Technology,Copiers,2,0.3,757.42,-159.38
ORD-105375,2024-11-21,2024-11-26,Second Class,Corporate,South,Georgia,Technology,Copiers,8,0.0,11667.02,1449.69
ORD-105376,2024-02-12,2024-02-20,Standard Class,Consumer,West,California,Furniture,Tables,9,0.15,2127.66,-364.89
ORD-105377,2024-06-25,2024-06-29,Second Class,Home Office,East,New Jersey,Office Supplies,Art,2,0.3,27.67,1.1
ORD-105378,2024-02-18,2024-02-24,Standard Class,Home Office,Central,Michigan,Furniture,Furnishings,6,0.0,234.66,38.71
ORD-105379,2025-02-13,2025-02-19,Standard Class,Consumer,West,Nevada,Office Supplies,Storage,3,0.0,158.17,26.3
ORD-105380,2025-06-15,2025-06-17,First Class,Consumer,Central,Michigan,Technology,Accessories,5,0.1,187.4,35.19
ORD-105381,2024-09-20,2024-09-25,Second Class,Consumer,Central,Ohio,Technology,Machines,4,0.1,1759.95,-121.45
ORD-105382,2024-09-26,2024-10-03,Standard Class,Consumer,West,Washington,Office Supplies,Paper,1,0.2,8.66,1.03
ORD-105383,2025-03-11,2025-03-17,Standard Class,Corporate,East,Pennsylvania,Office Supplies,Binders,6,0.1,69.04,9.27
ORD-105384,2025-08-31,2025-09-08,Standard Class,Consumer,West,Arizona,Furniture,Tables,10,0.0,2456.31,-15.5
ORD-105385,2025-04-05,2025-04-11,Standard Class,Consumer,West,Nevada,Furniture,Tables,6,0.0,1056.78,-2.16
ORD-105386,2025-06-28,2025-07-04,Standard Class,Consumer,West,California,Office Supplies,Labels,8,0.0,31.62,10.9
ORD-105387,2025-04-12,2025-04-19,Standard Class,Corporate,West,Arizona,Office Supplies,Binders,5,0.15,79.8,6.66
ORD-105388,2025-08-15,2025-08-23,Standard Class,Consumer,West,Arizona,Furniture,Furnishings,1,0.0,51.04,9.72
ORD-105389,2025-07-14,2025-07-21,Standard Class,Corporate,East,Virginia,Office Supplies,Labels,5,0.0,35.58,10.88
ORD-105390,2023-05-17,2023-05-19,Same Day,Consumer,East,Massachusetts,Furniture,Furnishings,8,0.15,471.51,20.92
ORD-105391,2025-01-06,2025-01-11,Second Class,Consumer,East,New Jersey,Office Supplies,Labels,1,0.1,9.29,2.04
ORD-105392,2025-09-09,2025-09-16,Standard Class,Consumer,East,Virginia,Technology,Accessories,1,0.15,55.08,9.54
ORD-105393,2024-07-29,2024-07-31,Same Day,Corporate,East,Massachusetts,Office Supplies,Labels,5,0.0,21.67,5.08
ORD-105394,2024-06-12,2024-06-14,First Class,Consumer,East,Massachusetts,Office Supplies,Labels,2,0.0,14.62,4.91
ORD-105395,2025-08-10,2025-08-13,First Class,Corporate,West,Arizona,Furniture,Bookcases,1,0.0,134.7,0.09
ORD-105396,2025-07-23,2025-07-29,Second Class,Corporate,East,Massachusetts,Office Supplies,Art,2,0.0,31.83,7.31
ORD-105397,2024-08-18,2024-08-25,Standard Class,Corporate,Central,Michigan,Technology,Accessories,10,0.3,559.69,-20.86
ORD-105398,2025-01-28,2025-02-04,Standard Class,Consumer,Central,Minnesota,Furniture,Chairs,3,0.0,420.19,76.4
ORD-105399,2024-05-28,2024-05-28,Same Day,Home Office,Central,Texas,Technology,Phones,5,0.0,2039.75,327.59
ORD-105400,2023-07-08,2023-07-14,Second Class,Corporate,South,Tennessee,Office Supplies,Storage,5,0.0,298.49,26.35
ORD-105401,2025-05-29,2025-05-31,First Class,Consumer,Central,Michigan,Office Supplies,Art,8,0.0,105.22,27.35
ORD-105402,2024-06-20,2024-06-25,Second Class,Consumer,West,Arizona,Office Supplies,Labels,2,0.2,13.5,1.48
ORD-105403,2024-11-27,2024-12-03,Standard Class,Corporate,West,Arizona,Office Supplies,Storage,6,0.0,454.39,48.88
ORD-105404,2025-07-23,2025-07-30,Standard Class,Corporate,West,California,Furniture,Tables,7,0.0,1185.55,-60.93
ORD-105405,2023-07-09,2023-07-17,Standard Class,Consumer,West,California,Office Supplies,Binders,5,0.1,88.37,15.96
ORD-105406,2023-12-20,2023-12-24,Second Class,Corporate,South,Florida,Furniture,Tables,7,0.1,1920.11,-117.86
ORD-105407,2024-08-27,2024-09-02,Standard Class,Home Office,West,Nevada,Furniture,Chairs,5,0.1,444.77,3.65
ORD-105408,2023-09-24,2023-09-30,Standard Class,Corporate,East,New Jersey,Office Supplies,Art,9,0.1,60.66,12.69
ORD-105409,2025-04-14,2025-04-22,Standard Class,Consumer,East,Massachusetts,Furniture,Chairs,10,0.15,1175.26,14.07
ORD-105410,2025-08-03,2025-08-09,Standard Class,Corporate,West,Oregon,Furniture,Chairs,7,0.0,305.08,31.66
ORD-105411,2025-10-30,2025-11-01,First Class,Corporate,West,Washington,Office Supplies,Fasteners,2,0.0,7.64,1.46
ORD-105412,2024-03-19,2024-03-25,Standard Class,Corporate,East,New Jersey,Office Supplies,Binders,1,0.1,14.1,1.74
ORD-105413,2023-04-07,2023-04-13,Second Class,Corporate,West,Washington,Office Supplies,Paper,5,0.0,45.91,16.92
ORD-105414,2023-11-22,2023-11-30,Standard Class,Consumer,East,New York,Office Supplies,Fasteners,10,0.0,34.31,7.21
ORD-105415,2024-07-07,2024-07-13,Second Class,Consumer,West,Arizona,Furniture,Bookcases,2,0.15,356.9,-17.53
ORD-105416,2024-01-01,2024-01-09,Standard Class,Consumer,West,California,Furniture,Bookcases,7,0.0,1010.54,82.68
ORD-105417,2024-06-08,2024-06-14,Second Class,Consumer,South,Georgia,Furniture,Bookcases,7,0.0,955.72,10.59
ORD-105418,2025-11-02,2025-11-08,Standard Class,Consumer,Central,Ohio,Office Supplies,Paper,6,0.1,62.16,12.84
ORD-105419,2023-05-14,2023-05-20,Standard Class,Consumer,West,Washington,Office Supplies,Art,4,0.2,27.42,3.31
ORD-105420,2024-05-01,2024-05-09,Standard Class,Consumer,West,Washington,Furniture,Bookcases,6,0.1,1368.97,-63.11
ORD-105421,2025-12-03,2025-12-07,First Class,Consumer,West,California,Technology,Copiers,2,0.0,1953.75,331.01
ORD-105422,2025-05-16,2025-05-21,Second Class,Home Office,East,Massachusetts,Office Supplies,Fasteners,5,0.0,15.07,2.26
ORD-105423,2023-10-16,2023-10-20,First Class,Corporate,Central,Texas,Office Supplies,Binders,6,0.2,118.46,11.72
ORD-105424,2025-10-23,2025-10-31,Standard Class,Corporate,East,Massachusetts,Office Supplies,Paper,6,0.0,59.98,21.15
ORD-105425,2025-08-26,2025-08-31,Second Class,Consumer,West,Arizona,Office Supplies,Paper,1,0.0,6.27,2.25
ORD-105426,2023-06-18,2023-06-20,First Class,Corporate,West,California,Office Supplies,Fasteners,6,0.0,32.47,6.82
ORD-105427,2025-10-08,2025-10-16,Standard Class,Home Office,West,California,Office Supplies,Labels,8,0.1,47.0,10.27
ORD-105428,2025-11-25,2025-12-03,Standard Class,Consumer,East,Virginia,Office Supplies,Storage,4,0.3,186.51,-20.64
ORD-105429,2024-11-25,2024-11-29,Second Class,Consumer,Central,Texas,Office Supplies,Binders,9,0.0,201.57,51.68
ORD-105430,2024-08-24,2024-08-28,First Class,Corporate,South,Alabama,Office Supplies,Binders,4,0.0,74.75,18.34
ORD-105431,2024-09-02,2024-09-06,First Class,Consumer,East,Massachusetts,Office Supplies,Art,3,0.3,25.03,-1.67
ORD-105432,2025-10-23,2025-10-28,Second Class,Consumer,East,New Jersey,Technology,Accessories,2,0.0,102.39,19.74
ORD-105433,2023-07-12,2023-07-16,Second Class,Corporate,Central,Texas,Office Supplies,Storage,9,0.1,283.67,19.2
ORD-105434,2024-07-15,2024-07-15,Same Day,Corporate,Central,Michigan,Furniture,Furnishings,7,0.0,431.83,85.78
ORD-105435,2023-07-08,2023-07-13,Second Class,Consumer,South,Alabama,Furniture,Tables,7,0.15,2051.71,-298.45
ORD-105436,2025-07-24,2025-08-01,Standard Class,Corporate,Central,Illinois,Furniture,Bookcases,9,0.0,1127.47,60.03
ORD-105437,2024-11-17,2024-11-21,First Class,Consumer,South,Florida,Technology,Accessories,8,0.0,662.04,158.46
ORD-105438,2025-04-11,2025-04-15,Second Class,Consumer,East,Massachusetts,Furniture,Furnishings,6,0.15,203.22,8.85
ORD-105439,2024-09-04,2024-09-08,First Class,Home Office,East,Virginia,Furniture,Tables,7,0.0,2402.14,-139.58
ORD-105440,2025-07-01,2025-07-09,Standard Class,Corporate,East,New York,Office Supplies,Paper,4,0.3,30.39,2.76
ORD-105441,2023-10-02,2023-10-10,Standard Class,Corporate,East,Massachusetts,Technology,Machines,8,0.4,2950.7,-846.3
ORD-105442,2024-05-02,2024-05-03,Same Day,Corporate,Central,Minnesota,Office Supplies,Fasteners,8,0.15,37.36,3.19
ORD-105443,2025-01-07,2025-01-13,Second Class,Consumer,West,Nevada,Technology,Phones,4,0.1,1309.81,-12.77
ORD-105444,2024-03-06,2024-03-12,Standard Class,Consumer,East,New York,Office Supplies,Fasteners,7,0.0,26.88,5.95
ORD-105445,2025-12-04,2025-12-10,Second Class,Corporate,South,Alabama,Technology,Phones,6,0.2,1258.9,-25.67
ORD-105446,2023-09-20,2023-09-28,Standard Class,Consumer,Central,Illinois,Office Supplies,Fasteners,8,0.0,57.35,13.76
ORD-105447,2024-09-16,2024-09-18,First Class,Consumer,West,Arizona,Technology,Accessories,4,0.0,110.39,25.72
ORD-105448,2024-12-13,2024-12-18,Second Class,Consumer,South,Florida,Office Supplies,Art,6,0.3,63.35,-1.87
ORD-105449,2025-05-25,2025-06-01,Standard Class,Consumer,East,Virginia,Furniture,Furnishings,3,0.2,103.84,4.91
ORD-105450,2025-07-05,2025-07-09,Second Class,Corporate,East,New York,Furniture,Bookcases,9,0.0,1647.75,-53.59
ORD-105451,2025-01-30,2025-02-07,Standard Class,Consumer,Central,Illinois,Office Supplies,Fasteners,7,0.0,28.57,6.1
ORD-105452,2025-02-17,2025-02-23,Standard Class,Corporate,Central,Minnesota,Office Supplies,Storage,8,0.1,252.1,27.59
ORD-105453,2024-11-24,2024-11-27,First Class,Corporate,Central,Minnesota,Office Supplies,Paper,2,0.1,14.68,3.26
ORD-105454,2024-02-11,2024-02-17,Standard Class,Consumer,South,Florida,Technology,Accessories,3,0.5,132.66,-16.65
ORD-105455,2025-01-07,2025-01-12,Second Class,Consumer,West,California,Office Supplies,Art,6,0.15,57.69,6.68
ORD-105456,2025-06-26,2025-07-04,Standard Class,Consumer,Central,Texas,Technology,Accessories,5,0.0,491.14,119.43
ORD-105457,2025-02-02,2025-02-08,Standard Class,Consumer,East,Pennsylvania,Office Supplies,Storage,2,0.15,182.52,-1.64
ORD-105458,2024-03-26,2024-03-30,First Class,Corporate,South,Georgia,Office Supplies,Binders,2,0.1,38.21,7.89
ORD-105459,2023-06-02,2023-06-08,Second Class,Corporate,Central,Illinois,Office Supplies,Labels,2,0.0,6.49,1.84
ORD-105460,2025-07-29,2025-08-06,Standard Class,Home Office,East,Pennsylvania,Furniture,Furnishings,8,0.0,272.3,45.4
ORD-105461,2024-11-02,2024-11-06,Second Class,Consumer,East,Pennsylvania,Office Supplies,Storage,7,0.0,405.24,53.01
ORD-105462,2024-06-06,2024-06-14,Standard Class,Consumer,East,New Jersey,Furniture,Tables,10,0.3,2741.95,-880.38
ORD-105463,2024-10-21,2024-10-24,First Class,Home Office,East,Pennsylvania,Office Supplies,Storage,4,0.1,246.68,18.27
ORD-105464,2025-01-09,2025-01-16,Standard Class,Corporate,South,Georgia,Furniture,Chairs,7,0.15,785.63,-52.18
ORD-105465,2024-07-28,2024-08-03,Standard Class,Corporate,South,Florida,Furniture,Bookcases,4,0.0,569.08,5.55
ORD-105466,2024-11-29,2024-12-05,Standard Class,Corporate,West,Washington,Office Supplies,Binders,1,0.2,5.48,0.42
ORD-105467,2025-03-10,2025-03-16,Standard Class,Consumer,East,Virginia,Office Supplies,Labels,7,0.3,37.15,-0.08
ORD-105468,2024-03-24,2024-03-27,First Class,Consumer,Central,Minnesota,Office Supplies,Fasteners,3,0.15,10.86,1.07
ORD-105469,2024-07-10,2024-07-16,Standard Class,Corporate,East,Pennsylvania,Office Supplies,Storage,1,0.15,33.84,-1.21
